packet_id,item_id,model_tag,model_id,qtype,difficulty,concept,seed
9B56D6BB,Fill_FD28D773,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,17
D4D2F806,Fill_B9B7171B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
188A1516,Fill_8D3EF2EF,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
AA0A52D5,Fill_5AF1F96A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,17
ABA04208,Fill_046A0B41,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
C37575BB,Fill_C9C0A21B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
C9620FAF,Fill_F7D6EC5E,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
4D512633,Fill_F1CB257E,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
C02CE39E,Fill_AFDF699F,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Easy,multi_step,17
39E5D7A9,Fill_58142C38,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,17
E7077296,Fill_66687AC5,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
83DC7866,Fill_6CD8B224,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
5C95912E,Fill_39698E27,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
E81FE12D,Fill_2D6E5D58,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
A06FB5C6,Fill_2EB0420E,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Easy,fractions,17
D13FA71C,Fill_C9C0A21B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,91
D50E7DBC,Fill_BE785C78,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,17
A2D7DFB7,Fill_63F8F5C4,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,42
1E288E3E,Fill_20E34A5B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Hard,multi_step,91
BC71C030,Fill_0C0CE16B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,Fill,Medium,arithmetic,17
F0CA7180,MCQ_ADD086D5,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,set operations,91
1FCD63E3,MCQ_math_696208CC,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Easy,multi_step,17
CCD6C0A8,MCQ_A8A1039C,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,string methods,42
DBD321C4,MCQ_22FAA26D,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Easy,functions,91
14F6A947,MCQ_math_30E1575A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,fractions,91
7C33FDBA,MCQ_math_DCA40307,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,percentages,17
91AE9B4C,MCQ_AD19AB65,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,classes_and_oop,42
D064B623,MCQ_math_6D67C0D3,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Easy,arithmetic,42
4F4FF3B8,MCQ_math_9D8FDE2A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,arithmetic,42
C5D41E20,MCQ_EBAA3CC2,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,file_io,17
BE4CBB03,MCQ_B4B8CB08,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,set operations,42
BD1712EA,MCQ_math_CC5DF739,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,percentages,17
2430FF77,MCQ_FED7757A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,modules_and_imports,91
A3E74F3A,MCQ_E12BEF7B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Easy,loops,42
28C67829,MCQ_88A7F6A0,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,string methods,42
78468858,MCQ_255556C2,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,list slicing,17
0789F754,MCQ_math_41503C83,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,algebra,91
960F2F48,MCQ_math_FE745BCA,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Medium,multi_step,17
02B22137,MCQ_220A64BE,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,file_io,42
57C6DE74,MCQ_EBF2DC2E,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,MCQ,Hard,assignment operators,42
AD240CBF,SA_080AC465,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Easy,fractions,42
DE256B63,SA_7888F6B1,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,fractions,42
FB55AD58,SA_F86EDF54,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,percentages,42
6F0B1615,SA_9A3704A5,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,91
1F59A301,SA_A370FC26,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Easy,fractions,42
6EB62B6B,SA_9EC26116,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,42
0060B56F,SA_5E7A93C1,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,17
37B1302B,SA_9F66E5CA,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Easy,multi_step,91
3EDDBB72,SA_ACEB285B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,42
4A20F1C9,SA_0229005A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,42
13B748EE,SA_CBD96A47,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,multi_step,91
0F3A0A4A,SA_C78A8EA3,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Easy,arithmetic,42
AEF40D65,SA_55919B46,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,17
B9319CF1,SA_CC51F328,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,42
A228062F,SA_95F38F04,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Easy,multi_step,17
0592E7DC,SA_4D6FD826,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,91
F694A13F,SA_B9290C3E,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,17
CBD3505D,SA_0F741481,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Hard,percentages,42
53CD4829,SA_DA12920A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,17
FF92880A,SA_226E05D0,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,SA,Medium,arithmetic,17
EF963571,TF_F_7633FBB7,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Medium,list manipulations,42
BE356299,TF_F_4DFC283C,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,set operations,42
D04703DF,TF_F_EA7C7595,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,list slicing,91
7533228C,TF_F_6EF7C400,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,control_flow,17
20C6198E,TF_T_CDF4103A,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Medium,variables_and_types,91
E4123683,TF_T_A35F5ABC,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,dictionaries,91
9A6D9BE1,TF_T_004BC0C6,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,control_flow,42
6F613437,TF_F_24F1ACCC,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,string methods,17
5457907A,TF_T_0880FD8C,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,set operations,91
C20B4959,TF_F_806994C9,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,assignment operators,91
7BD3C22B,TF_F_DA9884C2,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,variables_and_types,42
AD68BEDF,TF_F_496CE18B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,dictionaries,91
D5DB2124,TF_T_EF94796B,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,logical operators,42
EEA57DD0,TF_T_3FBC0B19,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Medium,variables_and_types,42
88A5C575,TF_F_C2403EAE,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,string methods,17
83998320,TF_F_0BDD1ACA,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Medium,list slicing,91
D185639C,TF_T_81633A26,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,dict get method,91
50EB3FC1,TF_F_FE4E262D,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Easy,variables_and_types,42
AF319E5A,TF_F_24F1ACCC,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,string methods,91
BEBA7015,TF_T_97E79589,Qwen_Qwen2_5-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,TF,Hard,tuple immutability,91
F4E3D2D5,Fill_3DF65287,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,91
8374C0F4,Fill_1D51883B,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
FF7E03F8,Fill_E931AACE,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,91
7308FB3D,Fill_861B7832,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
ADEB94CC,Fill_309C7BDF,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,42
142E453C,Fill_2F5193EA,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Easy,percentages,17
2A09C7A5,Fill_D1245A32,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Hard,fractions,17
E3460875,Fill_0AC0E246,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,42
060D51EB,Fill_848202D8,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Easy,fractions,91
E20457D9,Fill_4A68E408,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
AD7565BF,Fill_861B7832,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,91
19854927,Fill_046A0B41,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
0D47DBB4,Fill_0CE68A71,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,42
8C40C37D,Fill_01282F4D,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
6DC37F74,Fill_F9838057,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,42
C95FCCEF,Fill_3198B6FE,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Easy,fractions,42
30C27533,Fill_DD4C29F0,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,fractions,42
2607AEBF,Fill_84F7232C,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,17
864D3FB7,Fill_BE785C78,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,42
A950D979,Fill_B8FBF6D0,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,Fill,Medium,arithmetic,91
D9203A82,MCQ_6FF58C39,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,dict comprehensions,91
689278FD,MCQ_math_5868D05E,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,algebra,91
7289C2FA,MCQ_math_D644BEF4,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,fractions,91
F4654636,MCQ_math_EF06A4BF,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,algebra,91
6393CD34,MCQ_ABFCBFD8,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Easy,control_flow,17
A4CBFAB6,MCQ_math_BD6642F8,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,percentages,91
6421F28F,MCQ_E50388BE,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,functions,91
29E02D2D,MCQ_6B9BF0D2,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Hard,control_flow,17
7E02A8F8,MCQ_EFD2680F,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Easy,list operations,42
A4072B70,MCQ_math_D2EA5764,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,percentages,91
25E20A64,MCQ_math_BDAABCA0,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,multi_step,17
A3A2F1F6,MCQ_15CA0E9C,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,classes_and_oop,17
91DE428A,MCQ_math_1771C7DF,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,fractions,42
14F19DE2,MCQ_17279831,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,classes_and_oop,17
DF3067B8,MCQ_math_0CE0B269,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,algebra,17
C602699B,MCQ_math_078A284B,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,geometry,42
58DBA7DF,MCQ_math_A6AF3D66,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,percentages,42
EBF486ED,MCQ_math_0858D339,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Medium,percentages,91
DF17F606,MCQ_E7B6DC73,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Easy,set operations,17
F6F92619,MCQ_870FFEC3,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,MCQ,Easy,loops,17
7B46921A,SA_537A559C,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,91
86E4F704,SA_23A82D77,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
B3A33951,SA_DE1BDB78,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,91
F2D9E33E,SA_8B54496E,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
7794CFF4,SA_3CC58EE3,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
B7B19250,SA_3CB4D5B2,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
35157647,SA_CF389E4D,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
0312D162,SA_11FA38BC,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
51A99935,SA_8A23D6BD,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,91
38895D34,SA_5A229403,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
CDB04035,SA_8B54496E,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,91
B21D10AA,SA_0AF9FC1E,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Easy,arithmetic,17
904B9949,SA_14BAEE57,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
73FAF51C,SA_009C52AB,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
0E746BCC,SA_F86EDF54,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,percentages,42
7B1A7F39,SA_40763538,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
066F3CBB,SA_D5D58628,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
EAD2024E,SA_8B4E24A9,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,17
FF4068A1,SA_C34B7538,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Medium,arithmetic,42
2A2A61D7,SA_BC60F882,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,SA,Easy,percentages,91
9B373D49,TF_F_9E6ED2D3,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Easy,variables_and_types,91
8C511CF5,TF_F_3EF64973,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Hard,variables_and_types,17
3A5F89B7,TF_T_C9713985,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Medium,dictionary comprehensions,91
3BD56B94,TF_T_12BEB2D9,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Hard,control_flow,17
03C955A0,TF_F_6EF7C400,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Easy,control_flow,42
8F909F30,TF_F_6E418CC3,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Easy,tuple immutability,17
2BE19785,TF_T_A473CD8A,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Medium,dictionaries,17
B63A1C9B,TF_F_16CA6385,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Easy,dict comprehensions,42
519557EF,TF_T_0E9A418C,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Hard,variables_and_types,91
7A594AED,TF_F_B8E0E31B,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Easy,control_flow,17
0D18FED4,TF_T_12BEB2D9,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,TF,Hard,control_flow,91
