packet_id,coder_id,TA1,TA2,TA3,TA4,SS1,SS2,SS3,SS4,SS5,use_case_decision,flag_premature_expertise,flag_role_drift,flag_over_technical,flag_misconception_loss,flag_logical_inconsistency,flag_unsupported_reasoning,notes,scenario_id,true_condition
DC67D301,CODER_B,2,4,3,1,2,2,2,3,3,reject,0,0,0,1,1,0,,SC_0800,C3
6A3E0D42,CODER_A,3,3,3,2,3,2,3,3,3,reject,0,0,0,0,0,0,,SC_0123,C3
6A3E0D42,CODER_B,3,2,3,2,2,2,2,2,3,reject,1,0,0,0,0,1,,SC_0123,C3
112FDEF8,CODER_A,3,3,4,3,3,2,3,3,2,reject,0,0,0,1,0,0,,SC_0570,C3
112FDEF8,CODER_B,3,4,3,2,2,2,4,3,2,reject,0,0,0,0,0,1,,SC_0570,C3
1D1CA75A,CODER_A,3,2,3,3,2,2,2,2,3,reject,0,0,0,1,0,1,,SC_0746,C3
1D1CA75A,CODER_B,4,2,3,2,2,1,3,3,2,reject,0,0,0,1,0,0,,SC_0746,C3
CCC611BE,CODER_A,3,2,3,2,3,2,2,2,2,feedback_policy_testing,0,0,0,0,0,0,,SC_1817,C3
CCC611BE,CODER_B,2,3,2,3,1,1,2,2,3,learning_by_teaching,0,0,0,1,0,0,,SC_1817,C3
485A0AF1,CODER_A,2,3,3,3,3,2,2,3,2,reject,0,1,0,0,0,0,,SC_0265,C3
485A0AF1,CODER_B,3,3,2,3,2,2,2,2,2,reject,0,1,0,0,0,0,,SC_0265,C3
6A188171,CODER_A,3,2,2,3,3,2,3,3,2,reject,1,0,0,1,0,0,,SC_0123,C3
6A188171,CODER_B,3,3,1,3,2,3,2,3,2,reject,0,0,0,1,0,0,,SC_0123,C3
6B95C3D6,CODER_A,2,3,4,2,3,1,3,2,2,reject,0,0,0,0,0,0,,SC_2231,C3
6B95C3D6,CODER_B,3,3,2,2,3,1,3,3,1,reject,1,1,0,0,0,0,,SC_2231,C3
FCCC45C7,CODER_A,3,3,3,3,2,1,2,2,2,reject,0,0,0,0,0,0,,SC_2147,C3
FCCC45C7,CODER_B,3,2,3,2,3,2,2,3,3,reject,0,0,0,1,0,1,,SC_2147,C3
F80C882A,CODER_A,3,2,2,3,3,2,3,3,2,reject,0,0,0,0,0,0,,SC_1691,C3
F80C882A,CODER_B,2,2,2,3,3,3,2,3,3,diagnostic_simulation,0,0,0,0,1,0,,SC_1691,C3
097B3192,CODER_A,3,2,3,3,2,2,2,3,2,feedback_policy_testing,0,0,0,1,0,0,,SC_0040,C3
097B3192,CODER_B,3,3,2,3,3,2,3,2,3,reject,0,0,0,0,0,0,,SC_0040,C3
63AD6018,CODER_A,2,2,3,3,3,2,2,3,2,diagnostic_simulation,0,0,0,0,0,0,,SC_1527,C3
63AD6018,CODER_B,2,3,4,2,4,2,2,4,3,reject,0,1,0,0,1,0,,SC_1527,C3
F65F5F65,CODER_A,3,3,4,3,3,2,2,2,2,reject,0,0,0,0,0,0,,SC_1030,C3
F65F5F65,CODER_B,3,2,3,2,4,2,2,2,1,reject,0,0,0,0,1,1,,SC_1030,C3
9DFB78F2,CODER_A,3,3,3,3,2,3,2,2,2,reject,0,0,0,0,0,0,,SC_1281,C3
9DFB78F2,CODER_B,2,3,3,3,2,3,3,2,3,reject,0,1,0,0,0,0,,SC_1281,C3
567E1DE2,CODER_A,2,2,3,2,2,2,2,2,2,diagnostic_simulation,0,0,0,0,0,0,,SC_0265,C3
567E1DE2,CODER_B,1,1,4,2,4,2,2,2,3,reject,0,0,0,0,0,1,,SC_0265,C3
575B8778,CODER_A,3,2,3,3,3,2,2,2,2,reject,0,0,0,0,0,0,,SC_1876,C3
575B8778,CODER_B,4,3,3,2,2,2,3,3,3,reject,0,0,0,0,1,0,,SC_1876,C3
9624B8B6,CODER_A,3,3,4,3,3,2,2,2,2,reject,0,1,0,0,1,0,,SC_2108,C3
9624B8B6,CODER_B,3,2,1,2,2,1,3,2,2,reject,0,0,0,1,1,0,,SC_2108,C3
910B2856,CODER_A,3,3,3,3,2,2,2,3,1,reject,0,0,1,0,0,0,,SC_1293,C3
910B2856,CODER_B,2,2,3,2,2,2,3,3,2,diagnostic_simulation,1,0,0,0,0,0,,SC_1293,C3
2647657B,CODER_A,2,2,2,2,3,2,2,2,2,learning_by_teaching,0,0,0,0,0,1,,SC_1527,C3
2647657B,CODER_B,3,1,2,2,3,3,3,3,2,reject,0,1,0,1,1,0,,SC_1527,C3
C87E6612,CODER_A,2,2,3,3,2,2,2,3,2,reject,0,0,0,0,0,0,,SC_0900,C3
C87E6612,CODER_B,3,2,2,2,3,2,2,3,2,feedback_policy_testing,0,0,0,1,1,0,,SC_0900,C3
E15827D5,CODER_A,3,3,3,2,3,2,3,2,2,reject,0,0,0,0,0,0,,SC_0605,C3
E15827D5,CODER_B,4,3,2,4,2,3,3,2,2,reject,1,0,0,0,0,0,,SC_0605,C3
332046AB,CODER_A,3,2,3,3,3,2,2,2,2,reject,0,0,0,0,0,0,,SC_1036,C3
332046AB,CODER_B,2,2,2,2,2,2,3,3,2,learning_by_teaching,0,1,0,1,0,0,,SC_1036,C3
81BA8D17,CODER_A,3,2,3,4,3,3,2,1,3,reject,0,0,0,1,0,1,,SC_1429,C3
81BA8D17,CODER_B,2,2,3,3,2,2,2,3,3,feedback_policy_testing,0,0,0,1,0,0,,SC_1429,C3
21BB8787,CODER_A,3,3,2,3,3,1,2,3,2,feedback_policy_testing,0,0,0,0,0,1,,SC_1993,C3
21BB8787,CODER_B,4,4,4,3,2,2,2,3,1,feedback_policy_testing,0,0,0,1,0,1,,SC_1993,C3
5499654D,CODER_A,3,3,3,3,2,2,3,2,2,reject,0,0,0,0,0,0,,SC_2147,C3
5499654D,CODER_B,4,4,3,2,2,3,3,2,3,reject,1,0,0,0,1,0,,SC_2147,C3
35CEC58A,CODER_A,3,2,3,3,3,2,2,2,2,reject,0,0,0,1,1,0,,SC_0292,C3
35CEC58A,CODER_B,3,2,3,3,2,3,2,2,2,reject,0,0,0,0,1,1,,SC_0292,C3
A57DC317,CODER_A,2,3,3,3,3,1,3,3,2,reject,0,0,1,1,0,1,,SC_0157,C3
A57DC317,CODER_B,3,2,2,2,3,3,3,3,2,reject,1,0,0,1,0,0,,SC_0157,C3
7B83E1D5,CODER_A,3,2,3,3,3,2,2,3,3,reject,0,0,0,1,0,0,,SC_0900,C3
7B83E1D5,CODER_B,3,2,4,2,2,2,3,3,3,reject,0,0,0,0,0,0,,SC_0900,C3
C78451D8,CODER_A,2,2,2,3,2,2,3,2,2,reject,1,0,0,1,0,1,,SC_1959,C4
C78451D8,CODER_B,2,2,2,2,2,1,2,3,2,reject,1,0,0,1,0,0,,SC_1959,C4
C188D7E9,CODER_A,1,2,2,2,2,2,2,2,2,reject,0,0,0,1,0,0,,SC_1368,C4
C188D7E9,CODER_B,2,2,1,3,2,2,2,1,2,reject,0,0,0,1,1,0,,SC_1368,C4
99A7D49F,CODER_A,1,1,2,2,2,2,2,2,2,reject,1,0,0,1,0,1,,SC_1253,C4
99A7D49F,CODER_B,2,1,2,2,1,2,3,2,3,reject,0,1,0,1,1,1,,SC_1253,C4
0298B245,CODER_A,1,2,2,2,2,2,3,2,1,reject,0,0,0,1,0,1,,SC_1030,C4
0298B245,CODER_B,3,3,1,3,2,2,1,1,2,learning_by_teaching,1,0,0,0,0,1,,SC_1030,C4
944414A8,CODER_A,2,1,2,2,2,2,2,1,2,reject,0,0,0,1,0,0,,SC_1515,C4
944414A8,CODER_B,1,2,2,1,3,2,4,2,2,diagnostic_simulation,0,0,0,1,1,1,,SC_1515,C4
7D4509ED,CODER_A,2,2,2,2,2,2,2,1,2,reject,1,0,0,1,0,1,,SC_1358,C4
7D4509ED,CODER_B,2,1,3,3,1,1,1,2,2,reject,0,0,0,0,1,0,,SC_1358,C4
F0E3ACD2,CODER_A,1,1,2,3,1,2,2,2,2,reject,1,1,0,1,0,0,,SC_1527,C4
F0E3ACD2,CODER_B,1,2,3,3,1,3,3,2,2,learning_by_teaching,1,0,0,0,0,0,,SC_1527,C4
B1112031,CODER_A,1,1,2,2,1,2,1,2,2,reject,1,0,0,0,1,0,,SC_1994,C4
B1112031,CODER_B,1,1,2,2,2,1,3,2,2,reject,1,0,0,1,0,1,,SC_1994,C4
C5525F31,CODER_A,2,2,2,2,2,1,1,1,2,reject,0,0,0,1,0,0,,SC_1437,C4
C5525F31,CODER_B,1,2,1,2,2,2,1,2,2,reject,1,0,0,1,0,0,,SC_1437,C4
7C1FDDFC,CODER_A,1,2,2,2,1,2,1,1,2,reject,1,0,0,1,1,0,,SC_2231,C4
7C1FDDFC,CODER_B,1,2,2,2,1,2,1,3,1,reject,0,0,0,1,0,1,,SC_2231,C4
94D758B8,CODER_A,3,3,2,2,1,2,2,1,2,reject,0,0,0,1,0,0,,SC_1026,C4
94D758B8,CODER_B,1,2,2,2,3,1,2,2,2,reject,0,0,0,1,0,1,,SC_1026,C4
45E985D6,CODER_A,1,2,2,3,2,2,2,2,1,reject,0,0,0,1,0,0,,SC_0097,C4
45E985D6,CODER_B,1,2,2,2,1,2,1,1,1,diagnostic_simulation,1,0,0,0,0,0,,SC_0097,C4
FD397ECA,CODER_A,1,2,2,2,2,2,2,2,1,reject,1,1,0,1,0,0,,SC_1474,C4
FD397ECA,CODER_B,1,2,1,2,2,1,3,3,2,reject,1,0,0,0,0,0,,SC_1474,C4
627D94BC,CODER_A,2,1,2,2,2,2,2,1,2,reject,1,1,0,0,1,1,,SC_0557,C4
627D94BC,CODER_B,2,2,2,2,2,1,2,1,2,reject,0,0,0,1,0,1,,SC_0557,C4
D72B059A,CODER_A,2,1,2,2,2,2,2,2,2,reject,1,0,0,1,0,1,,SC_0243,C4
D72B059A,CODER_B,1,1,1,2,1,3,2,2,2,reject,0,0,1,1,0,1,,SC_0243,C4
6148DB46,CODER_A,1,2,2,2,2,2,2,2,2,reject,0,0,0,1,0,0,,SC_1278,C4
6148DB46,CODER_B,1,3,3,2,2,1,2,1,2,reject,1,0,1,0,0,0,,SC_1278,C4
7812958F,CODER_A,1,2,2,2,2,1,1,2,2,reject,0,0,0,0,0,1,,SC_1994,C4
7812958F,CODER_B,1,2,2,2,2,1,1,2,2,reject,1,0,1,1,0,0,,SC_1994,C4
515C810D,CODER_A,1,2,2,2,2,2,2,2,1,reject,1,0,0,1,0,1,,SC_0072,C4
515C810D,CODER_B,2,2,2,2,3,2,2,1,1,reject,0,0,0,0,1,1,,SC_0072,C4
67364284,CODER_A,1,2,1,2,2,1,2,2,2,reject,1,0,0,1,1,0,,SC_0014,C4
67364284,CODER_B,2,2,2,3,2,1,3,2,2,reject,0,0,0,0,0,0,,SC_0014,C4
087873CC,CODER_A,1,2,2,2,2,2,2,1,2,reject,1,0,0,1,0,0,,SC_0946,C4
087873CC,CODER_B,3,2,3,2,2,2,2,1,2,reject,0,0,0,0,0,0,,SC_0946,C4
AB6AD814,CODER_A,2,2,2,2,2,1,2,1,2,reject,0,0,1,0,0,0,,SC_1470,C4
AB6AD814,CODER_B,1,2,2,1,1,1,2,1,1,reject,1,0,0,0,0,0,,SC_1470,C4
978779FC,CODER_A,1,2,2,2,2,2,1,3,1,reject,1,1,0,0,0,0,,SC_1993,C4
978779FC,CODER_B,2,2,2,3,2,1,2,1,2,reject,1,0,0,1,0,1,,SC_1993,C4
767A7C4A,CODER_A,1,2,2,2,1,1,2,1,2,reject,0,0,0,0,0,0,,SC_1036,C4
767A7C4A,CODER_B,2,3,1,2,1,2,1,2,2,reject,1,0,0,0,0,0,,SC_1036,C4
F77C638A,CODER_A,2,1,2,3,2,2,2,2,2,feedback_policy_testing,0,0,0,0,0,0,,SC_2219,C4
F77C638A,CODER_B,1,3,2,2,1,3,2,2,2,reject,1,0,0,0,0,1,,SC_2219,C4
438DA5A0,CODER_A,2,2,1,2,1,2,2,2,2,reject,0,1,1,1,1,0,,SC_0795,C4
438DA5A0,CODER_B,2,1,2,2,2,1,2,1,2,reject,1,0,0,1,0,1,,SC_0795,C4
3A9F282F,CODER_A,1,1,2,1,2,2,2,2,2,learning_by_teaching,1,0,0,1,1,0,,SC_0222,C4
3A9F282F,CODER_B,1,1,2,2,2,2,2,2,1,reject,1,0,0,0,0,0,,SC_0222,C4
ACC86AD6,CODER_A,1,1,2,2,2,1,2,2,1,reject,1,0,0,1,1,1,,SC_1817,C4
ACC86AD6,CODER_B,1,1,2,2,2,3,1,2,1,reject,1,0,0,1,0,1,,SC_1817,C4
571119CC,CODER_A,1,2,2,3,1,2,1,2,2,reject,1,0,0,1,0,0,,SC_1804,C4
571119CC,CODER_B,2,2,2,2,2,2,1,1,1,reject,1,0,0,1,0,0,,SC_1804,C4
670FE8BF,CODER_A,2,2,2,2,2,2,2,2,2,reject,0,0,0,1,1,0,,SC_0409,C4
670FE8BF,CODER_B,1,1,2,1,2,1,1,2,2,reject,0,0,0,0,0,1,,SC_0409,C4
4E0E2EA7,CODER_A,1,2,2,2,2,1,1,2,2,reject,1,0,1,1,0,0,,SC_2074,C4
4E0E2EA7,CODER_B,2,2,2,2,1,2,3,2,1,learning_by_teaching,1,0,0,0,0,0,,SC_2074,C4
B9274800,CODER_A,2,2,2,2,2,2,1,1,3,reject,0,1,1,1,0,1,,SC_1572,C4
B9274800,CODER_B,1,2,1,2,2,1,2,2,1,reject,1,0,0,1,0,1,,SC_1572,C4
E732D723,CODER_A,2,2,2,2,2,2,2,1,1,reject,0,0,0,1,0,0,,SC_0561,C4
E732D723,CODER_B,1,1,1,2,3,2,1,2,3,feedback_policy_testing,1,0,0,1,1,0,,SC_0561,C4
DEF23EB2,CODER_A,1,2,2,2,1,2,2,2,2,reject,1,0,0,1,0,0,,SC_0123,C4
DEF23EB2,CODER_B,2,2,2,2,1,2,2,2,1,reject,1,0,0,1,0,0,,SC_0123,C4
379B9BD2,CODER_A,2,1,1,2,2,1,3,1,1,reject,1,0,0,1,0,0,,SC_1314,C4
379B9BD2,CODER_B,2,2,3,2,2,2,2,1,2,reject,0,0,1,1,0,0,,SC_1314,C4
74C24D85,CODER_A,2,2,2,2,2,1,3,1,1,reject,1,0,1,1,0,0,,SC_0292,C4
74C24D85,CODER_B,2,1,2,3,3,3,3,1,3,reject,1,0,0,1,0,1,,SC_0292,C4
B3BE09EC,CODER_A,2,2,1,2,2,2,1,1,1,reject,0,0,0,1,0,0,,SC_2156,C4
B3BE09EC,CODER_B,1,1,2,2,2,1,2,2,2,reject,1,0,0,1,0,0,,SC_2156,C4
6D1E1C34,CODER_A,2,2,2,1,2,2,2,2,2,reject,1,0,0,0,0,0,,SC_0487,C4
6D1E1C34,CODER_B,1,1,3,2,2,2,2,1,2,feedback_policy_testing,0,0,0,1,0,0,,SC_0487,C4
C169ECB6,CODER_A,1,2,1,2,2,2,2,2,2,learning_by_teaching,1,0,0,1,0,0,,SC_0404,C4
C169ECB6,CODER_B,1,2,1,2,1,1,1,2,1,reject,0,0,1,1,0,0,,SC_0404,C4
8DBB0BEB,CODER_A,1,1,1,2,2,2,2,1,2,reject,1,0,0,1,0,1,,SC_0900,C4
8DBB0BEB,CODER_B,1,1,2,2,2,1,2,1,2,reject,1,0,0,1,0,0,,SC_0900,C4
72CDC31F,CODER_A,1,2,2,2,2,2,2,3,2,reject,1,0,0,0,0,0,,SC_1036,C4
72CDC31F,CODER_B,3,2,2,2,1,1,2,2,2,reject,0,0,0,1,0,0,,SC_1036,C4
E166A4DF,CODER_A,2,2,2,2,1,2,2,1,2,reject,0,0,0,0,0,0,,SC_1316,C4
E166A4DF,CODER_B,2,1,2,3,2,1,1,3,1,reject,0,0,0,1,0,0,,SC_1316,C4
F12506D5,CODER_A,1,2,2,2,1,2,2,2,2,reject,0,0,0,1,0,0,,SC_2219,C4
F12506D5,CODER_B,3,2,3,3,2,1,3,3,2,reject,0,0,1,1,1,1,,SC_2219,C4
AEDF81DD,CODER_A,2,1,2,2,2,2,2,1,1,reject,1,0,0,1,0,0,,SC_1959,C4
AEDF81DD,CODER_B,2,2,2,2,2,2,1,3,2,diagnostic_simulation,1,0,0,1,0,0,,SC_1959,C4
A303428D,CODER_A,1,2,2,2,1,2,2,2,2,reject,0,0,0,1,0,1,,SC_0265,C4
A303428D,CODER_B,2,1,2,1,2,1,1,2,3,reject,0,1,0,1,1,0,,SC_0265,C4
87759B79,CODER_A,1,2,3,2,2,1,2,2,2,reject,1,0,0,1,0,0,,SC_0921,C4
87759B79,CODER_B,2,3,3,1,2,2,2,1,3,diagnostic_simulation,1,0,0,0,1,0,,SC_0921,C4
E4706AD4,CODER_A,1,2,2,2,2,2,3,2,1,reject,1,0,0,0,0,0,,SC_0243,C4
E4706AD4,CODER_B,3,1,3,3,2,2,3,1,2,reject,1,0,0,1,1,1,,SC_0243,C4
00EAC513,CODER_A,2,1,2,2,2,1,3,2,1,reject,1,0,0,1,0,0,,SC_1994,C4
00EAC513,CODER_B,1,2,2,2,1,1,2,2,2,diagnostic_simulation,1,0,0,0,0,0,,SC_1994,C4
860B083C,CODER_A,1,2,2,3,2,1,2,2,2,reject,0,0,0,1,0,0,,SC_1927,C4
860B083C,CODER_B,1,2,1,2,1,1,2,2,2,reject,1,0,0,1,0,0,,SC_1927,C4
B74B29AA,CODER_A,2,2,2,2,2,1,2,1,2,feedback_policy_testing,1,0,1,1,0,0,,SC_0725,C4
B74B29AA,CODER_B,2,3,2,3,1,1,2,2,2,reject,0,0,0,1,0,0,,SC_0725,C4
D1B6CEA4,CODER_A,1,1,2,2,2,1,2,2,2,reject,1,0,0,1,0,1,,SC_2147,C4
D1B6CEA4,CODER_B,2,3,2,1,2,1,2,2,2,feedback_policy_testing,0,0,0,1,0,0,,SC_2147,C4
A8A091CD,CODER_A,2,1,2,2,2,3,2,2,1,reject,1,0,0,1,0,1,,SC_0448,C4
A8A091CD,CODER_B,1,2,1,2,2,2,2,2,3,reject,1,0,0,0,0,0,,SC_0448,C4
29AC5F26,CODER_A,2,2,2,2,2,2,2,2,2,reject,1,0,0,0,0,0,,SC_1786,C4
29AC5F26,CODER_B,2,2,2,2,3,2,2,2,2,feedback_policy_testing,0,0,0,1,0,1,,SC_1786,C4
82F4A506,CODER_A,1,2,2,3,2,2,2,2,2,reject,1,1,0,1,0,1,,SC_0195,C4
82F4A506,CODER_B,2,2,2,2,2,2,1,2,3,reject,1,1,0,1,1,0,,SC_0195,C4
C3374679,CODER_A,1,1,1,2,2,2,2,2,3,reject,0,0,0,1,0,0,,SC_0561,C4
C3374679,CODER_B,1,1,2,1,4,1,3,1,2,reject,0,0,0,0,1,0,,SC_0561,C4
4220C048,CODER_A,1,1,2,2,1,1,2,2,2,reject,1,0,0,0,0,0,,SC_0809,C4
4220C048,CODER_B,3,2,2,2,1,3,2,1,1,reject,1,0,0,1,0,1,,SC_0809,C4
E7AF6CB8,CODER_A,1,1,2,2,2,1,3,2,1,reject,1,0,0,0,0,1,,SC_1691,C4
E7AF6CB8,CODER_B,2,1,2,2,2,2,1,2,2,reject,0,0,0,1,0,0,,SC_1691,C4
08000100,CODER_A,1,1,1,2,2,2,1,2,2,reject,0,0,0,1,0,1,,SC_0014,C4
08000100,CODER_B,2,3,2,1,1,1,2,1,2,reject,1,0,0,1,0,1,,SC_0014,C4
22AEA8DB,CODER_A,2,2,2,3,2,2,2,2,2,reject,1,0,0,1,0,1,,SC_0292,C4
22AEA8DB,CODER_B,2,3,2,2,1,2,2,1,2,reject,1,1,0,1,1,0,,SC_0292,C4
919745F9,CODER_A,1,2,2,2,2,2,2,2,2,learning_by_teaching,0,0,0,1,0,1,,SC_1515,C4
919745F9,CODER_B,2,2,3,2,1,2,2,2,2,reject,1,0,0,1,0,1,,SC_1515,C4
924197E6,CODER_A,1,2,2,2,2,2,2,1,1,reject,1,0,0,0,0,1,,SC_0570,C4
924197E6,CODER_B,1,2,2,4,1,1,1,3,2,diagnostic_simulation,1,0,0,1,0,0,,SC_0570,C4
